﻿data;evento;evento_key;codigo_evento;tipo_evento;oficial;abrangencia;territorio;cidade;periodicidade;nivel_impacto;janela_ativacao;momento_no_ano;abordagem_editorial;cta_sugerido;canais_sugeridos;formato_sugerido;tags_editoriais;score_relevancia;score_editorial;descricao_ai;origem_ai;curiosidade_ai
15/07/2026;Dia do Homem;dia_do_homem;HOMEM;cultural;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;comemorativo|cultural;50.0;50.0;O Dia do Homem, celebrado em 15 de julho, é uma data que visa promover a saúde e o bem-estar masculino, além de discutir questões relacionadas à masculinidade e à igualdade de gênero. A data busca conscientizar sobre a importância da saúde mental e física dos homens, incentivando a prevenção de doenças e a busca por cuidados médicos. É uma oportunidade para refletir sobre os papéis sociais e as expectativas que cercam os homens na sociedade contemporânea.;A data foi criada em 1999 durante a Conferência Mundial sobre a Saúde do Homem, realizada em Washington, D.C., com o objetivo de abordar as questões de saúde que afetam os homens em todo o mundo.;Em alguns países, o Dia do Homem é celebrado em datas diferentes, como 19 de novembro, mas o foco em julho é uma iniciativa que busca dar visibilidade a essa temática em um período específico.
15/07/2026;Dia Nacional do Pecuarista;dia_nacional_do_pecuarista;PECUARISTA;cultural;False;national;BR;;annual;peak;DIA_NACIONAL_DO_PECUARISTA;sazonal;curadoria|contexto cultural|datas relevantes;Saiba mais;Instagram|LinkedIn;carrossel|reels;datas_comemorativas|cultural;50.0;55.0;O Dia Nacional do Pecuarista, celebrado em 15 de julho, é uma data que homenageia os profissionais que atuam na pecuária, setor fundamental para a economia brasileira. A pecuária é responsável por grande parte da produção de carne, leite e outros produtos de origem animal, contribuindo significativamente para a segurança alimentar e a geração de empregos no país. A data é uma oportunidade para reconhecer a importância desses trabalhadores e discutir os desafios e inovações do setor.;A data foi instituída pela Lei nº 12.649, de 2012, com o objetivo de valorizar a profissão e promover a conscientização sobre a importância da pecuária na sociedade.;O Brasil é um dos maiores produtores e exportadores de carne bovina do mundo, o que torna a pecuária uma atividade de grande relevância no cenário econômico global.
16/07/2026;Dia Mundial da Cobra;dia_mundial_da_cobra;COBRA;international;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;internacional|cultural;55.0;55.0;O Dia Mundial da Cobra, celebrado em 16 de julho, é uma data dedicada à conscientização sobre a importância das cobras no ecossistema e à preservação dessas criaturas muitas vezes mal compreendidas. O evento busca educar o público sobre a diversidade de espécies de cobras, seus habitats e o papel que desempenham no controle de pragas e na manutenção do equilíbrio ecológico.;A data foi criada para promover a proteção das cobras, que enfrentam ameaças como a destruição de habitat e a caça indiscriminada. A iniciativa visa também desmistificar a imagem negativa que muitas pessoas têm em relação a esses animais.;Embora muitas cobras sejam venenosas, a maioria das espécies é inofensiva e desempenha um papel crucial na biodiversidade, ajudando a controlar populações de roedores e outros pequenos animais.
16/07/2026;Dia do Comerciante;dia_do_comerciante;COMERCIANTE;cultural;False;national;BR;;annual;peak;DIA_DO_COMERCIANTE;sazonal;curadoria|contexto cultural|datas relevantes;Saiba mais;Instagram|LinkedIn;carrossel|reels;datas_comemorativas|cultural;50.0;55.0;O Dia do Comerciante, celebrado em 16 de julho, é uma data que homenageia os profissionais do comércio e sua importância para a economia. Os comerciantes desempenham um papel fundamental na sociedade, facilitando a troca de bens e serviços e contribuindo para o desenvolvimento econômico local. Essa data é uma oportunidade para reconhecer o trabalho árduo e a dedicação dos comerciantes, que muitas vezes enfrentam desafios diários para manter seus negócios e atender às necessidades dos consumidores.;A data foi instituída para valorizar a classe comercial e destacar sua relevância na economia nacional. Embora a origem exata da comemoração não seja amplamente documentada, a escolha do dia 16 de julho reflete um esforço para criar um reconhecimento formal para os comerciantes.;Em algumas regiões do Brasil, o Dia do Comerciante é marcado por promoções e eventos especiais nas lojas, incentivando o consumo e celebrando a relação entre comerciantes e clientes.
16/07/2026;Dia de Nossa Senhora do Carmo;dia_de_nossa_senhora_do_carmo;NOSSA_SENHORA_DO_CARMO;cultural;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;comemorativo|cultural;50.0;50.0;O Dia de Nossa Senhora do Carmo, celebrado em 16 de julho, é uma data importante para os católicos, especialmente para os devotos da Virgem do Carmo. Esta celebração homenageia a padroeira da Ordem do Carmo, que foi fundada no século XII no Monte Carmelo, em Israel. A devoção à Nossa Senhora do Carmo se espalhou pelo mundo, especialmente no Brasil, onde é comum a realização de festas, procissões e novenas em sua honra. A imagem de Nossa Senhora do Carmo é frequentemente associada ao escapulário, um símbolo de proteção e devoção.;A festa foi estabelecida em 1726, quando o Papa Bento XIII a reconheceu oficialmente, embora a devoção à Nossa Senhora do Carmo já existisse há séculos.;Em várias regiões do Brasil, especialmente em cidades com forte tradição católica, o Dia de Nossa Senhora do Carmo é marcado por festas populares que atraem milhares de fiéis.
17/07/2026;Dia Mundial do Emoji;dia_mundial_do_emoji;EMOJI;international;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;internacional|cultural;55.0;55.0;O Dia Mundial do Emoji, celebrado em 17 de julho, é uma data que reconhece a importância dos emojis na comunicação moderna. Esses pequenos ícones visuais se tornaram uma forma universal de expressão, transcendendo barreiras linguísticas e culturais. Eles são amplamente utilizados em mensagens de texto, redes sociais e outras plataformas digitais, facilitando a comunicação de emoções e ideias de maneira rápida e eficaz.;A data foi escolhida em homenagem ao lançamento do primeiro conjunto de emojis pela empresa japonesa SoftBank em 1999, que popularizou esses símbolos no Japão e, posteriormente, em todo o mundo.;Emojis são tão influentes que, em 2015, o 'Face with Tears of Joy' foi eleito o 'Emoji do Ano' pelo Oxford Dictionaries.
17/07/2026;Dia do Curupira;dia_do_curupira;CURUPIRA;cultural;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;comemorativo|cultural;50.0;50.0;O Dia do Curupira, celebrado em 17 de julho, é uma data que homenageia uma das figuras mais emblemáticas do folclore brasileiro. O Curupira é um protetor das florestas e dos animais, conhecido por seus pés virados para trás, que dificultam a sua captura pelos caçadores. Essa data é importante para promover a conscientização sobre a preservação ambiental e a cultura indígena, além de celebrar a rica mitologia brasileira.;A celebração do Dia do Curupira surgiu como uma forma de valorizar as tradições folclóricas e a importância da natureza na cultura brasileira, incentivando a proteção dos ecossistemas.;O Curupira é frequentemente retratado como um ser travesso, que engana aqueles que tentam explorar a floresta, reforçando a ideia de que a natureza deve ser respeitada e preservada.
17/07/2026;Dia de Proteção às Florestas;dia_de_protecao_as_florestas;PROTECAO_AS_FLORESTAS;cultural;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;comemorativo|cultural;50.0;50.0;O Dia de Proteção às Florestas, comemorado em 17 de julho, é uma data que visa conscientizar a população sobre a importância da preservação das florestas e dos ecossistemas. As florestas desempenham um papel crucial na manutenção da biodiversidade, na regulação do clima e na proteção dos recursos hídricos. Este dia é uma oportunidade para promover ações de reflorestamento, educação ambiental e discussões sobre políticas de conservação.;A data foi estabelecida para destacar a necessidade urgente de proteger as florestas, que enfrentam ameaças como desmatamento, exploração madeireira e mudanças climáticas. Embora a origem exata da comemoração não seja amplamente documentada, ela se alinha a outras iniciativas globais de preservação ambiental.;Florestas cobrem cerca de 31% da superfície terrestre e são lar de mais de 80% da biodiversidade terrestre do planeta.
17/07/2026;Pauta Editorial do Dia;pauta_editorial_do_dia_07_17;PAUTA_EDITORIAL_DO_DIA_07_17;behavior;False;national;BR;;annual;peak;PAUTA_20260717;sazonal;informativo|educativo|institucional;Saiba mais;Instagram|LinkedIn;carrossel|reels;editorial|pauta_livre;20.0;20.0;A Pauta Editorial do Dia, celebrada em 14 de maio, é um evento que visa promover a liberdade de expressão e a importância do jornalismo independente. Neste dia, profissionais de comunicação, editores e jornalistas são incentivados a discutir e compartilhar pautas que refletem a diversidade de opiniões e a pluralidade de vozes na mídia. A data serve como um lembrete da responsabilidade dos meios de comunicação em informar a sociedade de maneira ética e imparcial.;Embora não haja uma origem formalmente documentada para esta data, ela surge em um contexto de crescente preocupação com a liberdade de imprensa e a necessidade de um espaço para pautas que muitas vezes são negligenciadas.;A Pauta Editorial do Dia também é uma oportunidade para que novos talentos na área de comunicação possam apresentar suas ideias e contribuir com a construção de um jornalismo mais inclusivo.
18/07/2026;Dia Mundial da Escuta;dia_mundial_da_escuta;ESCUTA;international;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;internacional|cultural;55.0;55.0;O Dia Mundial da Escuta, celebrado em 18 de julho, é uma data que visa promover a prática da escuta ativa e a importância de ouvir o outro em diversas esferas da vida, incluindo o ambiente familiar, escolar e profissional. A data busca conscientizar sobre como a escuta pode melhorar a comunicação, resolver conflitos e fortalecer relacionamentos. É um momento para refletir sobre a empatia e a compreensão mútua, essenciais para a convivência pacífica e harmoniosa.;A data foi estabelecida para destacar a relevância da escuta em um mundo cada vez mais barulhento e apressado, onde muitas vezes as vozes são ignoradas.;O Dia Mundial da Escuta também se alinha com iniciativas de diversas organizações que promovem a paz e a resolução de conflitos através do diálogo e da escuta ativa.
18/07/2026;Dia Internacional de Nelson Mandela;dia_internacional_de_nelson_mandela;NELSON_MANDELA;international;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;internacional|cultural;55.0;55.0;O Dia Internacional de Nelson Mandela, celebrado em 18 de julho, é uma data que homenageia o legado do líder sul-africano Nelson Mandela, reconhecido por sua luta contra o apartheid e pela promoção dos direitos humanos. A data foi estabelecida pela Assembleia Geral das Nações Unidas em 2009, em reconhecimento à contribuição de Mandela para a liberdade e a justiça social. É um dia para refletir sobre a importância da igualdade e da dignidade humana, além de incentivar ações em prol da paz e do desenvolvimento.;A data foi escolhida em virtude do aniversário de Nelson Mandela, que nasceu em 18 de julho de 1918. A ONU decidiu criar esse dia para promover a sua mensagem de paz e reconciliação.;Em 2010, a ONU lançou a campanha 'Mandela Day', incentivando as pessoas a dedicar 67 minutos de seu tempo a ajudar os outros, em homenagem aos 67 anos que Mandela dedicou à luta pelos direitos humanos.
18/07/2026;Dia de São Francisco Solano;dia_de_sao_francisco_solano;SAO_FRANCISCO_SOLANO;cultural;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;comemorativo|cultural;50.0;50.0;O Dia de São Francisco Solano, celebrado em 18 de julho, é uma data dedicada a um dos santos mais venerados da tradição católica, especialmente na América Latina. São Francisco Solano, nascido na Espanha, é conhecido por sua dedicação à evangelização e pelo seu amor aos pobres e aos animais. Ele é considerado o padroeiro dos músicos e dos indígenas na América do Sul, onde sua influência é significativa. A data é marcada por celebrações religiosas, procissões e eventos culturais que homenageiam sua vida e obra.;A devoção a São Francisco Solano começou a se espalhar após sua morte em 1610, quando muitos fiéis começaram a relatar milagres atribuídos a ele. Sua canonização ocorreu em 1726, consolidando sua importância na Igreja Católica.;São Francisco Solano é frequentemente representado com um violão, simbolizando sua ligação com a música e a evangelização através da arte.
18/07/2026;Dia do Trovador;dia_do_trovador;TROVADOR;cultural;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;comemorativo|cultural;50.0;50.0;O Dia do Trovador, celebrado em 18 de julho, é uma data que homenageia os trovadores, poetas e músicos da Idade Média que se destacaram na criação de canções e poesias. Esses artistas desempenharam um papel fundamental na cultura medieval, utilizando a música como forma de expressão e comunicação. A data é uma oportunidade para refletir sobre a importância da poesia e da música na construção da identidade cultural.;A origem do Dia do Trovador remete à tradição dos trovadores que, especialmente na Península Ibérica, popularizaram a lírica amorosa e as canções de amor durante os séculos XII a XIV. A escolha do dia 18 de julho pode estar relacionada a festividades locais ou à memória de um trovador específico.;Um fato interessante é que muitos trovadores eram nobres, e suas composições frequentemente abordavam temas de amor cortês, refletindo as normas sociais da época.
18/07/2026;Pauta Editorial do Dia;pauta_editorial_do_dia_07_18;PAUTA_EDITORIAL_DO_DIA_07_18;behavior;False;national;BR;;annual;peak;PAUTA_20260718;sazonal;informativo|educativo|institucional;Saiba mais;Instagram|LinkedIn;carrossel|reels;editorial|pauta_livre;20.0;20.0;A Pauta Editorial do Dia, celebrada em 14 de maio, é um evento que visa promover a liberdade de expressão e a importância do jornalismo independente. Neste dia, profissionais de comunicação, editores e jornalistas são incentivados a discutir e compartilhar pautas que refletem a diversidade de opiniões e a pluralidade de vozes na mídia. A data serve como um lembrete da responsabilidade dos meios de comunicação em informar a sociedade de maneira ética e imparcial.;Embora não haja uma origem formalmente documentada para esta data, ela surge em um contexto de crescente preocupação com a liberdade de imprensa e a necessidade de um espaço para pautas que muitas vezes são negligenciadas.;A Pauta Editorial do Dia também é uma oportunidade para que novos talentos na área de comunicação possam apresentar suas ideias e contribuir com a construção de um jornalismo mais inclusivo.
19/07/2026;Dia da Caridade;dia_da_caridade;CARIDADE;cultural;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;comemorativo|cultural;50.0;50.0;O Dia da Caridade, celebrado em 19 de julho, é uma data que visa promover a solidariedade e a ajuda ao próximo. Essa comemoração é um lembrete da importância de ações altruístas e do apoio a pessoas em situação de vulnerabilidade. Em várias culturas, a caridade é vista como um valor fundamental, incentivando a doação de tempo, recursos e amor ao próximo.;A data foi estabelecida para homenagear a prática da caridade, que tem raízes em diversas tradições religiosas e sociais ao redor do mundo, refletindo a necessidade de cuidar dos menos favorecidos.;Em muitos países, o Dia da Caridade é associado a campanhas de arrecadação de alimentos, roupas e doações financeiras para instituições que atendem pessoas em situação de rua e outras comunidades carentes.
19/07/2026;Final da Copa do Mundo 2026;final_da_copa_do_mundo_2026;FINAL_DA_COPA_DO_MUNDO_2026;cultural;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;comemorativo|cultural;50.0;50.0;A final da Copa do Mundo de 2026, marcada para o dia 19 de julho, será um dos eventos esportivos mais aguardados do mundo. Organizada pela FIFA, a competição ocorrerá em conjunto nos Estados Unidos, Canadá e México, sendo a primeira Copa do Mundo a contar com 48 seleções. Este evento não apenas celebra o futebol, mas também promove a união entre diferentes culturas e nações, atraindo milhões de torcedores e gerando um impacto econômico significativo nas cidades-sede.;A Copa do Mundo foi criada em 1930 e, desde então, se tornou o torneio de seleções mais prestigiado do futebol mundial, realizado a cada quatro anos.;A Copa de 2026 será a primeira a ter três países como anfitriões, refletindo a crescente globalização do esporte.
19/07/2026;Dia Nacional do Futebol;dia_nacional_do_futebol;FUTEBOL;cultural;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;comemorativo|cultural;50.0;50.0;O Dia Nacional do Futebol, celebrado em 19 de julho, é uma data que homenageia um dos esportes mais populares do Brasil. O futebol é uma parte fundamental da cultura brasileira, sendo uma paixão que une pessoas de diferentes classes sociais e regiões do país. A data foi instituída pela Lei nº 12.128, de 17 de dezembro de 2009, com o objetivo de valorizar o esporte e suas contribuições para a sociedade, além de incentivar a prática esportiva entre os jovens.;A escolha do dia 19 de julho remete ao aniversário da primeira partida de futebol realizada no Brasil, em 1894, no Rio de Janeiro.;O futebol brasileiro é conhecido mundialmente por sua técnica e estilo, tendo produzido grandes jogadores como Pelé, Zico, Romário e Ronaldo.
19/07/2026;Dia de Mostrar a Língua;dia_de_mostrar_a_lingua;MOSTRAR_A_LINGUA;cultural;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;comemorativo|cultural;50.0;50.0;O Dia de Mostrar a Língua, celebrado em 19 de julho, é uma data cultural que visa promover a conscientização sobre a importância da saúde bucal e a valorização da comunicação. A data incentiva as pessoas a se expressarem livremente e a se preocuparem com a saúde da língua, um órgão fundamental para a fala e a degustação. Embora não seja amplamente reconhecida, a data serve como um lembrete da relevância da higiene oral e da expressão pessoal na sociedade.;Não há informações disponíveis sobre a origem específica desta data.;A língua é um dos músculos mais flexíveis do corpo humano e desempenha um papel crucial na comunicação e na alimentação.
19/07/2026;Dia de São Símaco;dia_de_sao_simaco;SAO_SIMACO;cultural;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;comemorativo|cultural;50.0;50.0;O Dia de São Símaco, celebrado em 19 de julho, é uma data que homenageia este santo, que foi o 49º Papa da Igreja Católica, servindo entre 498 e 514 d.C. Ele é conhecido por suas contribuições à organização da Igreja e por sua defesa da fé cristã em tempos de desafios. A data é especialmente significativa para os católicos, que realizam celebrações e orações em sua memória, refletindo sobre sua vida e ensinamentos.;A celebração de São Símaco remonta aos primeiros séculos do cristianismo, quando a Igreja começou a canonizar figuras importantes que contribuíram para a fé e a doutrina.;São Símaco é considerado um dos papas que ajudou a estabelecer a autoridade do papado na Igreja, sendo lembrado por sua habilidade em lidar com questões políticas e religiosas da época.
19/07/2026;Pauta Editorial do Dia;pauta_editorial_do_dia_07_19;PAUTA_EDITORIAL_DO_DIA_07_19;behavior;False;national;BR;;annual;peak;PAUTA_20260719;sazonal;informativo|educativo|institucional;Saiba mais;Instagram|LinkedIn;carrossel|reels;editorial|pauta_livre;20.0;20.0;A Pauta Editorial do Dia, celebrada em 14 de maio, é um evento que visa promover a liberdade de expressão e a importância do jornalismo independente. Neste dia, profissionais de comunicação, editores e jornalistas são incentivados a discutir e compartilhar pautas que refletem a diversidade de opiniões e a pluralidade de vozes na mídia. A data serve como um lembrete da responsabilidade dos meios de comunicação em informar a sociedade de maneira ética e imparcial.;Embora não haja uma origem formalmente documentada para esta data, ela surge em um contexto de crescente preocupação com a liberdade de imprensa e a necessidade de um espaço para pautas que muitas vezes são negligenciadas.;A Pauta Editorial do Dia também é uma oportunidade para que novos talentos na área de comunicação possam apresentar suas ideias e contribuir com a construção de um jornalismo mais inclusivo.
20/07/2026;Metalurgia;metalurgia;METALURGIA;data_comemorativa;False;nacional;BR;;anual;medio;;sazonal;informativo;saiba_mais;Instagram|LinkedIn;carrossel|reels;metalurgia|fundição|indústria;60.0;50.0;O Dia da Metalurgia, celebrado em 20 de julho, é uma data que visa reconhecer a importância da metalurgia e da fundição na indústria e na economia global. A metalurgia é a ciência e a tecnologia dos metais, fundamental para a produção de bens e serviços em diversas áreas, como construção civil, automotiva e eletrônica. Essa data é uma oportunidade para promover a conscientização sobre inovações, práticas sustentáveis e a formação profissional no setor.;Não há informações disponíveis sobre a origem específica do Dia da Metalurgia.;A metalurgia é uma das mais antigas práticas humanas, com evidências de seu uso datando de mais de 6.000 anos, quando os primeiros metais foram extraídos e trabalhados.
20/07/2026;Dia do Amigo e Internacional da Amizade;dia_do_amigo_e_internacional_da_amizade;AMIGO_E_INTERNACIONAL_DA_AMIZADE;international;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;internacional|cultural;55.0;55.0;O Dia do Amigo e Internacional da Amizade, celebrado em 20 de julho, é uma data que promove a valorização das relações de amizade e a importância dos laços sociais. A comemoração foi proposta em 1958 pelo argentino Enrique Ernesto Febbraro, que desejava criar um dia para celebrar a amizade entre as pessoas, independentemente de sua origem ou cultura. A data é reconhecida em diversos países e é uma oportunidade para reforçar os laços de afeto e solidariedade.;A ideia surgiu após a viagem de Febbraro ao espaço, onde ele refletiu sobre a importância da amizade e da paz entre os povos.;Em alguns países, como o Brasil, o Dia do Amigo é amplamente celebrado com mensagens e encontros entre amigos, reforçando a importância das relações interpessoais.
20/07/2026;Dia Internacional do Xadrez;dia_internacional_do_xadrez;XADREZ;international;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;internacional|cultural;55.0;55.0;O Dia Internacional do Xadrez é celebrado em 20 de julho e tem como objetivo promover o jogo de xadrez em todo o mundo, destacando sua importância cultural e educacional. O xadrez é um jogo milenar que estimula o raciocínio lógico, a estratégia e a concentração, sendo uma ferramenta valiosa no desenvolvimento cognitivo de crianças e adultos. A data foi estabelecida pela FIDE (Federação Internacional de Xadrez) em 1966, em homenagem ao nascimento do grande mestre do xadrez, Robert Hübner.;A escolha do dia 20 de julho remete ao aniversário de nascimento de um dos mais influentes jogadores de xadrez da história, Robert Hübner, que contribuiu significativamente para a popularização do jogo.;O xadrez é reconhecido como um esporte pela maioria das organizações esportivas e é praticado em competições em nível mundial, incluindo as Olimpíadas de Xadrez.
20/07/2026;Dia do Amigo;dia_do_amigo_07_20;AMIGO_07_20;cultural;False;national;BR;;annual;peak;DIA_DO_AMIGO;sazonal;curadoria|contexto cultural|datas relevantes;Saiba mais;Instagram|LinkedIn;carrossel|reels;datas_comemorativas|cultural;50.0;55.0;O Dia do Amigo, celebrado em 18 de abril, é uma data que homenageia a amizade e a importância das relações interpessoais. É um momento para reconhecer e valorizar os amigos, expressando gratidão e carinho. A data é comemorada em diversos países, mas no Brasil, é especialmente significativa, pois reforça laços sociais e promove a convivência entre as pessoas. Muitas pessoas costumam trocar mensagens, presentes ou realizar encontros para celebrar a amizade.;A origem do Dia do Amigo remonta a 1958, quando o argentino Enrique Ernesto Febbraro instituiu a data para celebrar a amizade e promover a paz mundial. Desde então, a data se espalhou por vários países, incluindo o Brasil.;No Brasil, o Dia do Amigo é frequentemente associado ao Dia Internacional da Amizade, que é celebrado em 30 de julho, mas a data de 18 de abril é mais popular entre os brasileiros.
20/07/2026;Dia Nacional do Biscoito;dia_nacional_do_biscoito;BISCOITO;cultural;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;comemorativo|cultural;50.0;50.0;O Dia Nacional do Biscoito, celebrado em 20 de julho, é uma data que homenageia um dos alimentos mais populares e versáteis do Brasil. O biscoito, que pode ser encontrado em diversas formas e sabores, é um item presente em lanches, festas e no cotidiano dos brasileiros. A data é uma oportunidade para promover a produção artesanal e industrial de biscoitos, além de incentivar a criatividade na cozinha com receitas caseiras.;A origem da data não é claramente documentada, mas a escolha do dia 20 de julho pode estar relacionada à popularidade do biscoito em várias culturas, sendo um alimento consumido em todo o mundo.;No Brasil, o biscoito é tão popular que existem festivais e feiras dedicadas a essa iguaria, onde produtores locais apresentam suas criações e receitas tradicionais.
20/07/2026;Chegada do Homem à Lua;chegada_do_homem_a_lua;CHEGADA_DO_HOMEM_A_LUA;cultural;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;comemorativo|cultural;50.0;50.0;A chegada do Homem à Lua, ocorrida em 20 de julho de 1969, é um marco histórico e cultural que simboliza a conquista da exploração espacial. A missão Apollo 11, da NASA, levou os astronautas Neil Armstrong e Buzz Aldrin a se tornarem os primeiros humanos a pisar na superfície lunar, enquanto Michael Collins permaneceu em órbita. Este evento não apenas representou um triunfo tecnológico, mas também um momento de união global, inspirando gerações a sonhar com a exploração do espaço.;A corrida espacial entre os Estados Unidos e a União Soviética durante a Guerra Fria culminou na missão Apollo 11, que foi planejada como parte do programa Apollo, iniciado em 1961.;Neil Armstrong, ao pisar na Lua, proferiu a famosa frase: 'Um pequeno passo para [um] homem, um grande salto para a humanidade'.
20/07/2026;Dia Pan-americano do Engenheiro;dia_panamericano_do_engenheiro;DIA_PAN_AMERICANO_DO_ENGENHEIRO;cultural;False;national;BR;;annual;peak;DIA_PAN_AMERICANO_DO_ENGENHEIRO;sazonal;curadoria|contexto cultural|datas relevantes;Saiba mais;Instagram|LinkedIn;carrossel|reels;datas_comemorativas|cultural;50.0;55.0;O Dia Pan-americano do Engenheiro é comemorado em 20 de julho e visa reconhecer a importância dos engenheiros na sociedade, promovendo a valorização da profissão em toda a América. A data é uma oportunidade para refletir sobre as contribuições dos engenheiros para o desenvolvimento econômico, social e tecnológico dos países da região. A celebração busca também fortalecer a colaboração entre os profissionais da engenharia em diferentes nações.;A data foi estabelecida durante o Congresso Pan-americano de Engenharia, realizado em 1970, com o objetivo de unir os engenheiros da América em torno de objetivos comuns e promover a troca de conhecimentos.;Em muitos países, o Dia Pan-americano do Engenheiro é marcado por palestras, seminários e eventos que discutem inovações e desafios da engenharia contemporânea.
21/07/2026;Dia Nacional do Garimpeiro;dia_nacional_do_garimpeiro;GARIMPEIRO;cultural;False;national;BR;;annual;peak;DIA_NACIONAL_DO_GARIMPEIRO;sazonal;curadoria|contexto cultural|datas relevantes;Saiba mais;Instagram|LinkedIn;carrossel|reels;datas_comemorativas|cultural;50.0;55.0;O Dia Nacional do Garimpeiro, celebrado em 21 de julho, é uma data que homenageia os trabalhadores que atuam na extração de minérios de forma artesanal e em pequenas escalas. Essa atividade, embora muitas vezes associada a condições de trabalho precárias, é uma importante fonte de renda para muitas comunidades, especialmente na Amazônia. A data busca reconhecer a contribuição dos garimpeiros para a economia local e a cultura das regiões onde atuam.;A data foi instituída para valorizar a profissão e trazer à tona as questões sociais e ambientais relacionadas ao garimpo no Brasil.;O garimpo é uma prática que remonta ao período colonial, quando os primeiros exploradores buscavam ouro e pedras preciosas nas terras brasileiras.
22/07/2026;Dia Mundial do Cérebro;dia_mundial_do_cerebro;CEREBRO;international;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;internacional|cultural;55.0;55.0;O Dia Mundial do Cérebro, celebrado em 22 de julho, é uma data dedicada à conscientização sobre a saúde cerebral e a importância do cérebro para o bem-estar geral. Este evento busca promover a educação sobre doenças neurológicas, saúde mental e a necessidade de cuidar do cérebro ao longo da vida. É uma oportunidade para discutir pesquisas, avanços na medicina e estratégias de prevenção relacionadas a condições que afetam o sistema nervoso.;A data foi estabelecida por organizações de saúde e neurociências que reconhecem a necessidade de aumentar a conscientização sobre a saúde cerebral e as doenças que a afetam.;O cérebro humano consome cerca de 20% da energia total do corpo, apesar de representar apenas cerca de 2% do peso corporal.
22/07/2026;Dia do Cantor Lírico;dia_do_cantor_lirico;CANTOR_LIRICO;cultural;False;national;BR;;annual;peak;DIA_DO_CANTOR_L_RICO;sazonal;curadoria|contexto cultural|datas relevantes;Saiba mais;Instagram|LinkedIn;carrossel|reels;datas_comemorativas|cultural;50.0;55.0;O Dia do Cantor Lírico, celebrado em 22 de julho, é uma data dedicada à valorização e reconhecimento dos cantores que se destacam na música lírica, um gênero que abrange a ópera e a canção clássica. Essa data é uma oportunidade para homenagear os profissionais que dedicam suas vidas ao canto e à interpretação de obras de compositores renomados, contribuindo para a cultura musical e artística.;A data foi estabelecida para promover a apreciação da música lírica e reconhecer a importância dos cantores líricos na cena cultural.;O canto lírico exige técnica vocal apurada e interpretação emocional, sendo um dos estilos mais desafiadores da música.
22/07/2026;Dia de Santa Maria Madalena;dia_de_santa_maria_madalena;SANTA_MARIA_MADALENA;cultural;False;national;BR;;annual;medio;;sazonal;informativo;Saiba mais;Instagram|LinkedIn;carrossel|reels;comemorativo|cultural;50.0;50.0;O Dia de Santa Maria Madalena, celebrado em 22 de julho, é uma data importante no calendário cristão, especialmente para a Igreja Católica. Santa Maria Madalena é reconhecida como uma das seguidoras mais próximas de Jesus Cristo e é frequentemente associada à sua ressurreição. A data é uma oportunidade para refletir sobre a fé, a redenção e o papel das mulheres na história do cristianismo.;A celebração de Santa Maria Madalena remonta ao século VI, quando ela começou a ser venerada como santa. Sua festa foi oficialmente estabelecida no calendário litúrgico em 1969, quando o Papa Paulo VI a elevou a uma celebração de festa.;Santa Maria Madalena é muitas vezes confundida com a pecadora que unge os pés de Jesus, mas a tradição cristã a reconhece como uma figura distinta, simbolizando a conversão e a fé.
