date_iso,event_name,event_type,segment_tags,country,state,city,recurrence,priority_0_100,risk_weight_0_100,window_key,window_phase,locality_scope,content_angles,default_cta,platform_fit,notes,source_hint,rule,date_type
2026-05-31,Dia Mundial sem Tabaco,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-05-31,Dia da Aeromoça,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-05-31,Dia da Aeromoça e do Comissário de Voo,cultural,datas_comemorativas|cultural,BR,,,annual,50,55,DIA_DA_AEROMO_A_E_DO_COMISS_RIO_DE_VOO,peak,national,curadoria|contexto cultural|datas relevantes,Saiba mais,Instagram|LinkedIn,Lista complementar (wiki),Wikipedia datas comemorativas,,
2026-05-31,Dia do Aeroporto,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-05-31,Dia do Comissário de Bordo,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-05-31,Dia do Espírito Santo,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-06-01,VALENTINES_BR_2026 (janela pre | D-11),retail,varejo|promo|planejamento,BR,,,annual,75,66,VALENTINES_BR_2026,pre,national,aquecimento|lista de desejos|teaser|beneficios,Ativar alerta,Instagram|Facebook|LinkedIn|MetaAds|GoogleAds|EmailMarketing,Janela automatica pre-evento,Gerador Edro (janela),,
2026-06-01,Dia Mundial do Leite,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-06-01,Dia Mundial dos Pais,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-06-01,JUNE_FESTS_2026 (janela),cultural,varejo|alimentos|regional,BR,,,annual,55,55,JUNE_FESTS_2026,pre,national,conscientizacao|servico|conteudo educativo|acao social,Saiba mais,Instagram|LinkedIn,Janela mensal/sazonal,Gerador Edro (sazonal),,
2026-06-01,Dia da Imprensa,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-06-01,Dia de São Justino,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-06-01,Início do Junho Verde | Proteção do Meio Ambiente,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-06-01,Início do Junho Vermelho | Doação de Sangue,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-06-01,Semana do Meio Ambiente,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-06-02,VALENTINES_BR_2026 (janela pre | D-10),retail,varejo|promo|planejamento,BR,,,annual,75,68,VALENTINES_BR_2026,pre,national,aquecimento|lista de desejos|teaser|beneficios,Ativar alerta,Instagram|Facebook|LinkedIn|MetaAds|GoogleAds|EmailMarketing,Janela automatica pre-evento,Gerador Edro (janela),,
2026-06-02,Dia Internacional da Prostituta,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-06-02,Dia de Sair mais Cedo do Trabalho,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-06-03,VALENTINES_BR_2026 (janela pre | D-9),retail,varejo|promo|planejamento,BR,,,annual,75,70,VALENTINES_BR_2026,pre,national,aquecimento|lista de desejos|teaser|beneficios,Ativar alerta,Instagram|Facebook|LinkedIn|MetaAds|GoogleAds|EmailMarketing,Janela automatica pre-evento,Gerador Edro (janela),,
2026-06-03,Dia Internacional do Administrador de Pessoal e da Comunidade Social,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-06-03,Dia Mundial da Bicicleta,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-06-03,Dia Mundial da Corrida,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-06-03,Dia Internacional do Administrador de Pessoal,cultural,datas_comemorativas|cultural,BR,,,annual,50,55,DIA_INTERNACIONAL_DO_ADMINISTRADOR_DE_PESSOAL,peak,national,curadoria|contexto cultural|datas relevantes,Saiba mais,Instagram|LinkedIn,Lista complementar (wiki),Wikipedia datas comemorativas,,
2026-06-03,Dia Nacional da Educação Ambiental,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-06-03,Dia da Conscientização Contra a Obesidade Mórbida Infantil,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-06-03,Dia da Repetição,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-06-03,Dia do Profissional de RH,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-06-03,Dia do Profissional de Recursos Humanos,cultural,datas_comemorativas|cultural,BR,,,annual,50,55,DIA_DO_PROFISSIONAL_DE_RECURSOS_HUMANOS,peak,national,curadoria|contexto cultural|datas relevantes,Saiba mais,Instagram|LinkedIn,Lista complementar (wiki),Wikipedia datas comemorativas,,
2026-06-04,Corpus Christi,official,varejo|turismo|institucional,BR,,,annual,80,55,CORPUS_CHRISTI,peak,national,servicos|horarios|promo tematica|conteudo cultural,Confira,Instagram|Facebook|LinkedIn|MetaAds|GoogleAds|EmailMarketing,Data movel (calculo por Pascoa),Gerador Edro (Pascoa),,
2026-06-04,VALENTINES_BR_2026 (janela pre | D-8),retail,varejo|promo|planejamento,BR,,,annual,75,72,VALENTINES_BR_2026,pre,national,aquecimento|lista de desejos|teaser|beneficios,Ativar alerta,Instagram|Facebook|LinkedIn|MetaAds|GoogleAds|EmailMarketing,Janela automatica pre-evento,Gerador Edro (janela),,
2026-06-04,Dia Internacional das Crianças Inocentes Vítimas de Agressão,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-06-04,Dia de Abraçar seu Gato,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-06-04,Dia de Santa Clotilde,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-06-04,Dia do Citricultor,cultural,datas_comemorativas|cultural,BR,,,annual,50,55,DIA_DO_CITRICULTOR,peak,national,curadoria|contexto cultural|datas relevantes,Saiba mais,Instagram|LinkedIn,Lista complementar (wiki),Wikipedia datas comemorativas,,
2026-06-04,Dia do Engenheiro Agrimensor,cultural,datas_comemorativas|cultural,BR,,,annual,50,55,DIA_DO_ENGENHEIRO_AGRIMENSOR,peak,national,curadoria|contexto cultural|datas relevantes,Saiba mais,Instagram|LinkedIn,Lista complementar (wiki),Wikipedia datas comemorativas,,
2026-06-04,Dia do Gestor Comercial,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-06-04,Dia do Oceanógrafo,cultural,datas_comemorativas|cultural,BR,,,annual,50,55,DIA_DO_OCEAN_GRAFO,peak,national,curadoria|contexto cultural|datas relevantes,Saiba mais,Instagram|LinkedIn,Lista complementar (wiki),Wikipedia datas comemorativas,,
2026-06-05,VALENTINES_BR_2026 (janela pre | D-7),retail,varejo|promo|planejamento,BR,,,annual,75,74,VALENTINES_BR_2026,pre,national,aquecimento|lista de desejos|teaser|beneficios,Ativar alerta,Instagram|Facebook|LinkedIn|MetaAds|GoogleAds|EmailMarketing,Janela automatica pre-evento,Gerador Edro (janela),,
2026-06-05,Dia Mundial do Meio Ambiente,international,sustentabilidade|institucional,BR,,,annual,65,65,DIA_MUNDIAL_DO_MEIO_AMBIENTE,peak,national,conteudo educativo|institucional|acao pratica,Saiba mais,Instagram|LinkedIn,Gancho de conteudo (nao comercial agressivo),Curadoria datas internacionais,,
2026-06-05,"Dia Internacional de Luta contra a Pesca Ilegal, Não Declarada e Não Regulamentada",international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-06-05,Dia Nacional da Reciclagem,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-06-05,Dia da Ecologia,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-06-05,Dia de São Bonifácio,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-06-05,Dia do Engenheiro Mecânico,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-06-05,Janela de salario (aprox.),behavior,varejo|promo|planejamento,BR,,,monthly,30,25,PAYDAY_2026_06,peak,national,planejamento|lista de compras|economia,Ver ofertas,MetaAds|GoogleAds,Heuristica (varia por empresa),Gerador Edro (heuristica),,
2026-06-06,VALENTINES_BR_2026 (janela pre | D-6),retail,varejo|promo|planejamento,BR,,,annual,75,76,VALENTINES_BR_2026,pre,national,aquecimento|lista de desejos|teaser|beneficios,Ativar alerta,Instagram|Facebook|LinkedIn|MetaAds|GoogleAds|EmailMarketing,Janela automatica pre-evento,Gerador Edro (janela),,
2026-06-06,Dia Nacional de Luta contra Queimaduras,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-06-06,Dia Nacional do Teste do Pezinho,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-06-06,Dia da Língua Russa,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-06-06,Dia de São Norberto,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-06-07,VALENTINES_BR_2026 (janela pre | D-5),retail,varejo|promo|planejamento,BR,,,annual,75,78,VALENTINES_BR_2026,pre,national,aquecimento|lista de desejos|teaser|beneficios,Ativar alerta,Instagram|Facebook|LinkedIn|MetaAds|GoogleAds|EmailMarketing,Janela automatica pre-evento,Gerador Edro (janela),,
2026-06-07,Dia Mundial da Segurança dos Alimentos,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-06-07,Dia da Liberdade de Imprensa,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-06-08,VALENTINES_BR_2026 (janela pre | D-4),retail,varejo|promo|planejamento,BR,,,annual,75,80,VALENTINES_BR_2026,pre,national,aquecimento|lista de desejos|teaser|beneficios,Ativar alerta,Instagram|Facebook|LinkedIn|MetaAds|GoogleAds|EmailMarketing,Janela automatica pre-evento,Gerador Edro (janela),,
2026-06-08,Dia Mundial dos Oceanos,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-06-08,Dia de São Medardo,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-06-08,Dia do Citricultor,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-06-08,Dia do Oceanógrafo,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-06-09,VALENTINES_BR_2026 (janela pre | D-3),retail,varejo|promo|planejamento,BR,,,annual,75,82,VALENTINES_BR_2026,pre,national,aquecimento|lista de desejos|teaser|beneficios,Ativar alerta,Instagram|Facebook|LinkedIn|MetaAds|GoogleAds|EmailMarketing,Janela automatica pre-evento,Gerador Edro (janela),,
2026-06-09,Dia Internacional dos Arquivos,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-06-09,Dia Nacional de Anchieta,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-06-09,Dia da Imunização,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-06-09,Dia do Porteiro,cultural,datas_comemorativas|cultural,BR,,,annual,50,55,DIA_DO_PORTEIRO,peak,national,curadoria|contexto cultural|datas relevantes,Saiba mais,Instagram|LinkedIn,Lista complementar (wiki),Wikipedia datas comemorativas,,
2026-06-09,Dia do Tenista,cultural,datas_comemorativas|cultural,BR,,,annual,50,55,DIA_DO_TENISTA,peak,national,curadoria|contexto cultural|datas relevantes,Saiba mais,Instagram|LinkedIn,Lista complementar (wiki),Wikipedia datas comemorativas,,
2026-06-10,VALENTINES_BR_2026 (janela pre | D-2),retail,varejo|promo|planejamento,BR,,,annual,75,84,VALENTINES_BR_2026,pre,national,aquecimento|lista de desejos|teaser|beneficios,Ativar alerta,Instagram|Facebook|LinkedIn|MetaAds|GoogleAds|EmailMarketing,Janela automatica pre-evento,Gerador Edro (janela),,
2026-06-10,Dia da Artilharia,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-06-10,"Dia de Portugal, de Camões e das Comunidades Portuguesas",cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-06-11,VALENTINES_BR_2026 (janela pre | D-1),retail,varejo|promo|planejamento,BR,,,annual,75,86,VALENTINES_BR_2026,pre,national,aquecimento|lista de desejos|teaser|beneficios,Ativar alerta,Instagram|Facebook|LinkedIn|MetaAds|GoogleAds|EmailMarketing,Janela automatica pre-evento,Gerador Edro (janela),,
2026-06-11,Abertura da Copa do Mundo 2026,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-06-11,Dia da Marinha Brasileira,cultural,datas_comemorativas|cultural,BR,,,annual,50,55,DIA_DA_MARINHA_BRASILEIRA,peak,national,curadoria|contexto cultural|datas relevantes,Saiba mais,Instagram|LinkedIn,Lista complementar (wiki),Wikipedia datas comemorativas,,
2026-06-11,Dia de São Barnabé,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-06-11,Dia do Educador Sanitário,cultural,datas_comemorativas|cultural,BR,,,annual,50,55,DIA_DO_EDUCADOR_SANIT_RIO,peak,national,curadoria|contexto cultural|datas relevantes,Saiba mais,Instagram|LinkedIn,Lista complementar (wiki),Wikipedia datas comemorativas,,
2026-06-12,VALENTINES_BR_2026,retail,varejo|promo|ecommerce,BR,,,annual,95,100,VALENTINES_BR_2026,peak,national,oferta forte|prova social|escassez|comparativo,Comprar agora,MetaAds|GoogleAds,Dia pico,Gerador Edro (peak),,
2026-06-12,Dia Mundial de Combate ao Trabalho Infantil,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-06-12,Dia Mundial contra o Trabalho Infantil,cultural,datas_comemorativas|cultural,BR,,,annual,50,55,DIA_MUNDIAL_CONTRA_O_TRABALHO_INFANTIL,peak,national,curadoria|contexto cultural|datas relevantes,Saiba mais,Instagram|LinkedIn,Lista complementar (wiki),Wikipedia datas comemorativas,,
2026-06-12,Dia de São Gaspar de Búfalo,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-06-12,Dia do Correio Aéreo Nacional,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-06-12,Dia do Enxadrista,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-06-12,Dia dos Namorados,cultural,datas_comemorativas|cultural,BR,,,annual,50,55,DIA_DOS_NAMORADOS,peak,national,curadoria|contexto cultural|datas relevantes,Saiba mais,Instagram|LinkedIn,Lista complementar (wiki),Wikipedia datas comemorativas,,
2026-06-13,VALENTINES_BR_2026 (janela pos | D+1),retail,varejo|retencao|crm,BR,,,annual,60,50,VALENTINES_BR_2026,post,national,ultima chance|retargeting|up-sell|agradecimento,Ver condicoes,Instagram|Facebook|LinkedIn|MetaAds|GoogleAds|EmailMarketing,Janela automatica pos-evento,Gerador Edro (janela),,
2026-06-13,Dia Internacional de Conscientização sobre o Albinismo,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-06-13,Brasil x Marrocos - Copa do Mundo 2026,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-06-13,Dia de Santo Antônio,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-06-13,Dia do Turista,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-06-14,VALENTINES_BR_2026 (janela pos | D+2),retail,varejo|retencao|crm,BR,,,annual,60,45,VALENTINES_BR_2026,post,national,ultima chance|retargeting|up-sell|agradecimento,Ver condicoes,Instagram|Facebook|LinkedIn|MetaAds|GoogleAds|EmailMarketing,Janela automatica pos-evento,Gerador Edro (janela),,
2026-06-14,Dia Mundial do Doador de Sangue,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-06-14,Dia Universal de Deus,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-06-14,Dia do Pastor Evangélico,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-06-14,Dia do Solista,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-06-15,VALENTINES_BR_2026 (janela pos | D+3),retail,varejo|retencao|crm,BR,,,annual,60,40,VALENTINES_BR_2026,post,national,ultima chance|retargeting|up-sell|agradecimento,Ver condicoes,Instagram|Facebook|LinkedIn|MetaAds|GoogleAds|EmailMarketing,Janela automatica pos-evento,Gerador Edro (janela),,
2026-06-15,Dia Mundial da Consciencialização da Violência contra a Pessoa Idosa,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-06-15,Dia Mundial do Vento,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-06-15,Aniversário da Emancipação do Acre,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-06-16,Dia Internacional da Criança Africana,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-06-16,Dia Internacional da Tartaruga Marinha,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-06-16,Dia Internacional das Remessas Familiares,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-06-16,Dia de São Francisco Régis,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-06-16,Pauta editorial do dia,behavior,editorial|pauta_livre,BR,,,annual,20,20,PAUTA_20260616,peak,national,informativo|educativo|institucional,Saiba mais,Instagram|LinkedIn,Fallback para dias sem comemoracao,Fallback Edro,,
2026-06-17,Dia Mundial de Combate à Desertificação e à Seca,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-06-17,Dia Mundial do Karatê,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-06-17,Dia da Medicina Veterinária Militar,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-06-17,Dia do Funcionário Público Aposentado,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-06-17,Dia do Gestor Ambiental,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-06-17,Pauta editorial do dia,behavior,editorial|pauta_livre,BR,,,annual,20,20,PAUTA_20260617,peak,national,informativo|educativo|institucional,Saiba mais,Instagram|LinkedIn,Fallback para dias sem comemoracao,Fallback Edro,,
2026-06-18,Dia da Gastronomia Sustentável,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-06-18,Dia da Imigração Japonesa,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-06-18,Dia da Imigração Japonesa no Brasil,cultural,datas_comemorativas|cultural,BR,,,annual,50,55,DIA_DA_IMIGRA_O_JAPONESA_NO_BRASIL,peak,national,curadoria|contexto cultural|datas relevantes,Saiba mais,Instagram|LinkedIn,Lista complementar (wiki),Wikipedia datas comemorativas,,
2026-06-18,Dia do Orgulho Autista,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-06-18,Dia do Químico,cultural,datas_comemorativas|cultural,BR,,,annual,50,55,DIA_DO_QU_MICO,peak,national,curadoria|contexto cultural|datas relevantes,Saiba mais,Instagram|LinkedIn,Lista complementar (wiki),Wikipedia datas comemorativas,,
2026-06-19,Dia Internacional para Eliminação da Violência Sexual em Conflito,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-06-19,Dia Mundial de Conscientização sobre a Doença Falciforme,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-06-19,Brasil x Haiti - Copa do Mundo 2026,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-06-19,Dia Nacional do Luto,cultural,datas_comemorativas|cultural,BR,,,annual,50,55,DIA_NACIONAL_DO_LUTO,peak,national,curadoria|contexto cultural|datas relevantes,Saiba mais,Instagram|LinkedIn,Lista complementar (wiki),Wikipedia datas comemorativas,,
2026-06-19,Dia de São Romualdo,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-06-19,Dia do Cinema Brasileiro,cultural,datas_comemorativas|cultural,BR,,,annual,50,55,DIA_DO_CINEMA_BRASILEIRO,peak,national,curadoria|contexto cultural|datas relevantes,Saiba mais,Instagram|LinkedIn,Lista complementar (wiki),Wikipedia datas comemorativas,,
2026-06-19,Dia do Migrante,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-06-20,Dia do Advogado Trabalhista,cultural,datas_comemorativas|cultural,BR,,,annual,50,55,DIA_DO_ADVOGADO_TRABALHISTA,peak,national,curadoria|contexto cultural|datas relevantes,Saiba mais,Instagram|LinkedIn,Lista complementar (wiki),Wikipedia datas comemorativas,,
2026-06-20,Dia do Refugiado,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-06-20,Dia do Revendedor,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-06-20,Dia do Vigilante,cultural,datas_comemorativas|cultural,BR,,,annual,50,55,DIA_DO_VIGILANTE,peak,national,curadoria|contexto cultural|datas relevantes,Saiba mais,Instagram|LinkedIn,Lista complementar (wiki),Wikipedia datas comemorativas,,
2026-06-20,Início do Inverno,cultural,datas_comemorativas|cultural,BR,,,annual,50,55,IN_CIO_DO_INVERNO,peak,national,curadoria|contexto cultural|datas relevantes,Saiba mais,Instagram|LinkedIn,Lista complementar (wiki),Wikipedia datas comemorativas,,
2026-06-21,Dia Internacional do Yoga,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-06-21,Dia Mundial da Girafa,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-06-21,Dia Mundial do Skate,international,internacional|cultural,BR,,,annual,55,55,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-06-21,Dia Nacional de Controle da Asma,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-06-21,Dia Nacional de Luta Contra a Esclerose Lateral Amiotrófica (ELA),cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-06-21,Dia de São Luís Gonzaga,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-06-21,Dia do Aperto de Mão,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-06-21,Dia do Intelectual,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-06-21,Dia do Mídia,cultural,comemorativo|cultural,BR,,,annual,50,50,,,national,,Saiba mais,,Fonte: Calendarr 2026,Calendarr 2026,,
2026-06-21,Dia do Profissional de Mídia,cultural,datas_comemorativas|cultural,BR,,,annual,50,55,DIA_DO_PROFISSIONAL_DE_M_DIA,peak,national,curadoria|contexto cultural|datas relevantes,Saiba mais,Instagram|LinkedIn,Lista complementar (wiki),Wikipedia datas comemorativas,,
